Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
16-November-2012,790.00,792.75,771.20,775.45,782.399351902111713502,305818,8303,239271805.00,124065,40.57,21.55,-14.55
15-November-2012,788.90,788.90,777.20,784.70,781.829649648734989087,284543,7402,222464154.00,156834,55.12,11.70,-4.20
13-November-2012,790.00,792.50,782.95,789.65,789.416429247632165755,222883,4959,175947502.00,144878,65.00,9.55,-0.35
12-November-2012,785.35,789.45,778.75,786.95,783.937049067433444383,1440487,13269,1129251128.00,202994,14.09,10.70,1.60
9-November-2012,794.50,803.55,786.00,788.60,791.956438180653427290,699328,11943,553837312.00,323050,46.19,17.55,-5.90
8-November-2012,794.25,798.35,790.25,796.60,794.497790052105849962,351592,9336,279339067.00,127070,36.14,8.10,2.35
7-November-2012,802.55,805.95,798.35,800.45,802.389743927904165292,454950,6983,365047214.00,250092,54.97,7.60,-2.10
6-November-2012,804.00,806.95,796.20,805.15,800.932173094139842072,322807,7809,258546512.00,154881,47.98,10.75,1.15
5-November-2012,804.70,808.00,800.20,805.05,805.318006274278854321,176594,5157,142214328.00,43855,24.83,7.80,0.35
2-November-2012,811.15,814.55,803.25,807.85,806.610848113547838681,357629,8692,288467431.00,127142,35.55,11.30,-3.30
1-November-2012,793.90,808.00,789.10,807.05,799.848748097262127190,531471,15181,425096414.00,169823,31.95,18.90,13.15
31-October-2012,805.00,807.00,798.30,805.25,804.084802006922612810,251928,5663,202571476.00,116852,46.38,8.70,0.25
30-October-2012,809.60,811.60,799.40,803.10,804.542003990711676915,428495,8163,344742226.00,246954,57.63,12.20,-6.50
29-October-2012,803.60,814.20,803.60,811.20,810.768594277261591087,389394,8844,315708426.00,181676,46.66,10.60,7.60
26-October-2012,804.00,807.05,792.35,799.00,798.534444899917697042,314691,9470,251291603.00,52642,16.73,14.70,-5.00
25-October-2012,811.65,818.80,806.25,810.30,814.034010556717458420,481968,8564,392338344.00,212375,44.06,12.55,-1.35
23-October-2012,815.00,815.00,805.50,809.95,809.418356426587965734,636333,9132,515059611.00,403569,63.42,9.50,-5.05
22-October-2012,797.45,815.85,792.60,814.65,809.469746935362764485,363583,11458,294309439.00,90556,24.91,23.25,17.20
19-October-2012,808.35,809.95,799.30,803.20,804.208392753867872679,556766,9083,447755890.00,294053,52.81,10.65,-5.15
18-October-2012,806.90,816.00,797.00,810.95,807.007091040439342760,563387,15824,454657304.00,143113,25.40,19.00,4.05
17-October-2012,816.40,816.90,802.10,805.40,806.367302172581861755,605869,13215,488552951.00,185359,30.59,14.80,-11.00
16-October-2012,839.00,840.00,810.45,813.25,821.217404132810784994,1270951,26533,1043727081.00,518635,40.81,29.55,-25.75
15-October-2012,820.00,829.70,819.00,823.20,823.664857332792995302,500921,12514,412591024.00,110382,22.04,10.70,3.20
12-October-2012,821.00,826.20,815.75,818.90,820.608808894517320672,390083,8694,320105546.00,130276,33.40,10.45,-2.10
11-October-2012,816.50,821.80,809.05,819.50,816.568339671437067267,366566,10534,299326190.00,74026,20.19,12.75,3.00
10-October-2012,812.00,822.00,807.25,816.15,816.427706222984337078,365066,10600,298049997.00,71311,19.53,14.75,4.15
9-October-2012,824.00,826.90,813.25,815.40,819.216540890520941405,464582,13122,380593259.00,108149,23.28,13.65,-8.60
8-October-2012,856.00,856.00,816.20,818.70,829.356800116914433249,739002,20302,612896334.00,246236,33.32,39.80,-37.30
5-October-2012,856.20,860.40,843.00,857.40,853.360383482085664261,468340,13231,399662802.00,106755,22.79,17.40,1.20
4-October-2012,850.05,858.50,849.05,852.75,854.058353611197221544,364519,8573,311320497.00,144931,39.76,9.45,2.70
3-October-2012,834.35,852.55,833.55,846.25,845.675232464934166274,465339,13146,393525667.00,139444,29.97,19.00,11.90
1-October-2012,840.80,842.50,830.00,834.55,835.619499488897373055,324788,9361,271399186.00,67807,20.88,12.50,-6.25
28-September-2012,839.95,848.00,834.25,836.70,841.365016424910454554,404264,10281,340133587.00,119887,29.66,13.75,-3.25
27-September-2012,845.00,848.00,825.00,830.20,836.325009213633447536,439566,11421,367620039.00,88663,20.17,23.00,-14.80
26-September-2012,839.00,849.50,833.60,844.10,841.849901013746121250,535933,11762,451175143.00,93732,17.49,15.90,5.10
25-September-2012,840.00,844.70,830.50,839.85,838.991710263251388008,430653,11126,361314297.00,129684,30.11,14.20,-0.15
24-September-2012,849.00,857.10,832.90,836.25,847.240534880624296395,495662,14352,419944938.00,135900,27.42,24.20,-12.75
21-September-2012,832.00,854.90,832.00,849.90,844.307219880776094467,737436,21043,622622539.00,176557,23.94,22.90,17.90
20-September-2012,840.00,848.00,828.15,832.15,839.088121049711045244,295548,9564,247990816.00,66307,22.44,19.85,-7.85
18-September-2012,870.00,873.95,851.65,855.20,860.929255577266912152,385359,11714,331766837.00,109675,28.46,22.30,-14.80
17-September-2012,848.50,881.00,848.50,873.65,869.744854651997816907,1114016,29688,968909684.00,450731,40.46,32.50,25.15
14-September-2012,811.00,844.70,809.00,840.95,830.302902576193514567,1264773,34900,1050144693.00,510470,40.36,35.70,29.95
13-September-2012,798.70,808.00,794.00,798.25,801.669621406888663652,391687,13680,314003569.00,139750,35.68,14.00,-0.45
12-September-2012,793.90,799.90,789.20,797.50,795.098405542620732538,283043,8060,225047038.00,105951,37.43,10.70,3.60
11-September-2012,788.10,795.60,783.50,790.35,791.329107203230430041,420006,8529,332362973.00,169505,40.36,12.10,2.25
10-September-2012,798.80,802.70,789.05,791.15,792.659777681847614936,185320,5406,146895710.00,36998,19.96,13.65,-7.65
8-September-2012,792.50,797.90,792.50,795.45,794.946302164093575136,29666,1099,23582877.00,10774,36.32,5.40,2.95
7-September-2012,778.00,796.00,778.00,791.00,790.533237600795316469,543180,13378,429401844.00,232829,42.86,18.00,13.00
6-September-2012,768.70,774.10,764.05,767.35,769.040026780954112818,241963,6790,186079232.00,49072,20.28,10.05,-1.35
5-September-2012,773.05,779.50,761.30,771.05,769.654957750103658798,349705,7062,269152187.00,115158,32.93,18.20,-2.00
4-September-2012,764.10,780.00,763.00,778.55,773.712313921398787341,248215,8166,192047002.00,58119,23.41,17.00,14.45
3-September-2012,770.00,770.95,760.10,764.25,764.668747507057689105,258229,7908,197459646.00,67543,26.16,10.85,-5.75
31-August-2012,783.50,783.90,763.20,771.95,771.933489566248643738,317048,9407,244739969.00,78602,24.79,20.70,-11.55
30-August-2012,780.00,785.95,768.20,781.95,778.170581430081882879,421822,10609,328249471.00,95159,22.56,17.75,1.95
29-August-2012,790.00,797.00,780.50,782.40,787.618116896816645635,251213,8178,197859910.00,58178,23.16,16.50,-7.60
28-August-2012,786.10,794.30,778.55,790.05,786.016863495275586401,379518,8740,298307548.00,127740,33.66,15.75,3.95
27-August-2012,784.75,796.00,783.15,787.40,788.327501625663190160,435207,8776,343085647.00,248809,57.17,12.85,2.65
24-August-2012,791.05,794.40,778.60,782.10,783.702659853529613956,608041,11426,476523349.00,335098,55.11,15.80,-8.95
23-August-2012,809.60,810.90,787.70,794.45,800.101963677785975949,386265,10099,309051385.00,137805,35.68,23.20,-15.15
22-August-2012,808.05,815.90,805.80,808.05,809.966761336371294818,281329,7334,227867139.00,101979,36.25,10.10,0.00
21-August-2012,815.00,823.65,812.15,814.35,816.783369863349169809,326672,7729,266820257.00,115732,35.43,11.50,-0.65
17-August-2012,818.10,824.95,809.60,815.10,817.120336972818800821,491553,11811,401657953.00,122625,24.95,15.35,-3.00
16-August-2012,802.00,820.95,798.95,815.05,811.658840343340423206,594745,19364,482730037.00,131803,22.16,22.00,13.05
14-August-2012,785.40,802.10,785.40,798.75,797.097057744533138966,825931,12387,658347170.00,459409,55.62,16.70,13.35
13-August-2012,780.35,790.00,779.95,787.50,786.955601783493231890,412449,6190,324579051.00,215243,52.19,10.05,7.15
10-August-2012,777.10,789.45,774.50,782.05,783.109956127231030012,361044,8809,282737151.00,85966,23.81,14.95,4.95
9-August-2012,788.60,796.20,776.70,780.30,785.382060323413563352,387677,9997,304474561.00,138437,35.71,19.50,-8.30
8-August-2012,785.00,799.35,783.00,790.65,792.752600663471208222,612536,16435,485589507.00,179005,29.22,16.35,5.65
7-August-2012,786.00,795.70,778.15,783.70,787.077609429806092079,843029,24038,663529250.00,155454,18.44,17.55,-2.30
6-August-2012,745.55,788.90,745.55,785.30,778.393616948022794941,1452252,34820,1130423687.00,394855,27.19,43.35,39.75
3-August-2012,736.00,748.00,730.50,742.90,739.052737283020248394,273355,7084,202023761.00,47319,17.31,17.50,6.90
2-August-2012,742.95,747.40,736.45,739.45,740.586686430122801058,194298,5341,143894512.00,31680,16.30,10.95,-3.50
1-August-2012,741.00,750.80,739.00,745.45,745.678298033104295057,423510,10274,315802216.00,112114,26.47,11.80,4.45
31-July-2012,731.75,745.00,721.40,742.85,734.128084406375857961,405467,10011,297664712.00,98459,24.28,23.60,11.10
30-July-2012,722.05,731.65,722.00,729.25,726.861859276200726489,185825,5594,135069105.00,74003,39.82,9.65,7.20
27-July-2012,716.15,725.35,715.55,720.40,720.659126875528003522,252129,8606,181699065.00,71760,28.46,9.80,4.25
26-July-2012,721.15,721.90,707.30,710.30,713.870560884273244887,215499,5374,153838392.00,86682,40.22,14.60,-10.85
25-July-2012,722.00,722.25,712.50,718.70,717.326025241026505888,284616,6545,204162464.00,123625,43.44,9.75,-3.30
24-July-2012,718.35,726.30,718.15,724.55,722.360613231631244089,225233,5186,162699448.00,72143,32.03,8.15,6.20
23-July-2012,713.70,725.00,713.15,718.75,719.680475713919985104,300769,8577,216457577.00,102914,34.22,11.85,5.05
20-July-2012,724.60,728.85,717.45,722.65,723.295276059019514516,285736,8963,206671499.00,53383,18.68,11.40,-1.95
19-July-2012,720.85,729.20,718.00,727.75,724.625742070068388820,223867,7076,162219791.00,63747,28.48,11.20,6.90
18-July-2012,719.95,721.85,712.60,715.35,715.588387746857965041,220319,6275,157657718.00,55131,25.02,9.25,-4.60
17-July-2012,725.00,727.85,717.30,719.15,722.601742488216628039,268811,6072,194243297.00,113363,42.17,10.55,-5.85
16-July-2012,719.00,724.30,715.50,720.30,720.417738264694765454,248694,5649,179163569.00,97972,39.39,8.80,1.30
13-July-2012,720.25,726.40,715.00,718.75,720.109619686800894854,214560,6274,154506720.00,56821,26.48,11.40,-1.50
12-July-2012,722.60,729.50,717.45,721.20,723.102656006199769584,289043,8730,209007761.00,79119,27.37,12.05,-1.40
11-July-2012,735.00,737.05,722.15,725.70,728.275382914478521848,383506,9935,279297979.00,151620,39.54,14.90,-9.30
10-July-2012,730.80,741.60,728.10,739.50,737.083170286669011607,181952,5752,134113757.00,58523,32.16,13.50,8.70
9-July-2012,728.00,733.65,726.10,732.05,730.852962050470947268,197262,5386,144169517.00,67091,34.01,7.55,4.05
6-July-2012,739.00,739.00,729.65,734.30,733.170387341034850985,257525,6810,188809704.00,54051,20.99,9.35,-4.70
5-July-2012,735.90,742.20,731.80,738.50,738.409602030846534998,229264,6930,169290739.00,69242,30.20,10.40,2.60
4-July-2012,739.00,740.00,729.05,734.05,733.321531982100552777,250734,8910,183868641.00,82052,32.72,10.95,-4.95
3-July-2012,740.75,742.90,731.30,736.00,737.241691595135629095,256066,7250,188782531.00,71772,28.03,11.60,-4.75
2-July-2012,736.10,740.95,730.60,737.45,735.930790807792274633,194295,6341,142987673.00,50077,25.77,10.35,1.35
29-June-2012,725.00,740.80,725.00,737.45,733.993918229142784051,414353,11985,304132582.00,165103,39.85,15.80,12.45
28-June-2012,723.00,727.70,716.60,719.35,721.925393087051118139,222915,6192,160927999.00,74675,33.50,11.10,-3.65
27-June-2012,726.00,728.60,717.90,722.90,722.789532468892340447,229204,7646,165666252.00,69914,30.50,10.70,-3.10
26-June-2012,717.35,725.60,714.50,723.75,720.247362269149848048,320825,10247,231073360.00,83044,25.88,11.10,6.40
25-June-2012,715.00,722.90,712.30,716.20,717.894044963182726387,429418,12307,308276625.00,122909,28.62,10.60,1.20
22-June-2012,714.00,715.00,703.95,711.05,709.647152482814453128,631199,17430,447928573.00,232112,36.77,11.05,-2.95
21-June-2012,734.95,734.95,711.05,718.60,717.189539352394321646,866237,23290,621256115.00,308972,35.67,23.90,-16.35
20-June-2012,737.05,742.50,733.15,737.60,737.817218475891091618,295845,9009,218279535.00,64691,21.87,9.35,0.55
19-June-2012,717.90,738.90,717.00,737.25,731.351624061419050029,414855,11605,303404878.00,109775,26.46,21.90,19.35
18-June-2012,730.00,734.55,712.95,718.70,720.784216480785860526,292571,8961,210880559.00,58942,20.15,21.60,-11.30
15-June-2012,718.90,729.40,718.10,726.60,725.424431697606430994,315721,8998,229031727.00,124188,39.33,11.30,7.70
14-June-2012,716.00,720.95,710.80,715.55,715.717866128452542232,217014,7001,155320797.00,51422,23.70,10.15,-0.45
13-June-2012,723.40,724.25,712.90,716.50,717.132045824004905608,313111,9539,224541932.00,89099,28.46,11.35,-6.90
12-June-2012,715.70,725.80,714.00,722.60,721.622944229655115335,338316,9945,244136588.00,107609,31.81,11.80,6.90
11-June-2012,733.00,736.50,718.00,721.50,729.761442077059695935,491541,13200,358707669.00,200244,40.74,18.50,-11.50
8-June-2012,719.00,731.95,712.70,729.40,722.557437606991620866,532752,14827,384943920.00,151813,28.50,19.25,10.40
7-June-2012,720.25,731.90,716.25,720.70,724.934493214413665386,957397,27353,694050109.00,175628,18.34,15.65,0.45
6-June-2012,706.80,715.00,698.40,714.10,709.138342812137771955,516767,14298,366459294.00,140344,27.16,16.60,7.30
5-June-2012,696.60,705.60,695.00,702.25,701.117270441587874924,423585,9897,296982759.00,147545,34.83,10.60,5.65
4-June-2012,677.80,696.25,673.50,692.65,686.612147051107874020,468871,13397,321932524.00,126794,27.04,22.75,14.85
1-June-2012,707.50,709.40,678.00,683.70,691.971191772211527509,711151,16410,492096005.00,321131,45.16,31.40,-23.80
31-May-2012,698.60,720.45,682.80,706.00,692.575251070917169897,826161,16157,572178662.00,366811,44.40,37.65,7.40
30-May-2012,701.65,708.90,695.95,706.20,703.256143389320959414,306020,7734,215210445.00,71037,23.21,12.95,4.55
29-May-2012,704.30,709.50,698.25,701.75,704.286468746844390588,297090,8347,209236467.00,67994,22.89,11.25,-2.55
28-May-2012,696.40,702.80,692.40,701.20,699.984765878338718647,519623,7544,363728184.00,308922,59.45,10.40,4.80
25-May-2012,696.40,696.60,688.30,692.00,691.861481034115246805,394076,7952,272646005.00,173109,43.93,8.30,-4.40
24-May-2012,692.00,700.00,687.50,696.45,694.097883495145631067,360500,8244,250222287.00,105421,29.24,12.50,4.45
23-May-2012,687.50,689.90,680.35,687.20,685.950188436516536221,463286,8084,317791119.00,198983,42.95,9.55,-0.30
22-May-2012,703.80,703.95,688.25,691.20,695.596964296458276711,481997,8581,335275650.00,275717,57.20,15.70,-12.60
21-May-2012,689.00,700.00,686.00,695.50,695.238426692472648124,311039,8513,216246265.00,122966,39.53,14.00,6.50
18-May-2012,678.00,696.25,676.20,688.65,686.279288656307105833,381419,10477,261759960.00,90806,23.81,20.05,10.65
17-May-2012,681.80,689.40,678.00,685.10,684.372488632104492705,565628,11503,387100242.00,198565,35.11,11.40,3.30
16-May-2012,675.00,682.75,673.55,676.20,677.481582357966776193,448293,11726,303710251.00,140318,31.30,9.20,1.20
15-May-2012,679.80,687.90,674.00,681.20,681.730624056862103882,507614,11603,346056009.00,170515,33.59,13.90,1.40
14-May-2012,701.40,702.45,678.00,681.15,687.434863386021426889,726097,13952,499144392.00,287656,39.62,24.45,-20.25
11-May-2012,693.00,703.40,688.80,697.30,696.450367037400847090,473385,12217,329689157.00,103659,21.90,14.60,4.30
10-May-2012,697.70,707.80,692.05,694.65,698.057653101953343281,651396,13160,454711963.00,278671,42.78,15.75,-3.05
9-May-2012,703.00,708.40,691.25,695.10,697.658774672389934984,651842,18652,454763291.00,160093,24.56,17.15,-7.90
8-May-2012,719.60,719.60,671.00,708.65,708.573706823346447685,712451,17686,504824046.00,181501,25.48,48.60,-10.95
7-May-2012,717.00,722.00,705.30,715.30,711.998975918100353299,594679,13898,423410839.00,279160,46.94,16.70,-1.70
4-May-2012,731.80,739.90,722.10,726.45,728.174934970243960115,608952,11839,443423583.00,347607,57.08,17.80,-5.35
3-May-2012,741.00,743.90,735.10,738.85,740.071808850881250184,304851,6765,225611631.00,160176,52.54,8.80,-2.15
2-May-2012,749.00,750.90,740.15,743.35,744.603451456886440610,303524,5702,226005018.00,133861,44.10,10.75,-5.65
30-April-2012,739.00,748.00,738.55,745.20,744.775547928591542620,358669,4913,267127901.00,260669,72.68,9.45,6.20
28-April-2012,739.70,741.70,738.00,739.90,740.056983439187985991,16847,631,12467740.00,7228,42.90,3.70,0.20
27-April-2012,744.00,745.70,737.00,742.10,740.853406093725569604,390139,8417,289035807.00,136594,35.01,8.70,-1.90
26-April-2012,738.40,749.75,734.25,745.45,740.387177858670709224,744743,9501,551398168.00,465522,62.51,15.50,7.05
25-April-2012,736.00,742.90,728.00,736.35,734.901489804331361627,625854,10021,459941037.00,353214,56.44,14.90,0.35
24-April-2012,737.05,740.00,724.05,734.70,731.359414568388618747,311565,9671,227865996.00,64783,20.79,15.95,-2.35
23-April-2012,726.60,745.40,725.00,736.10,738.434018344449769062,1072586,18439,792033990.00,465652,43.41,20.40,9.50
20-April-2012,739.00,739.00,728.40,731.45,732.904838654367134186,903991,15385,662539378.00,400345,44.29,10.60,-7.55
19-April-2012,751.10,753.95,739.00,741.75,743.954545346560997396,841872,11972,626314501.00,460621,54.71,14.95,-9.35
18-April-2012,750.50,756.90,743.30,749.35,750.085624346760204221,730972,18110,548291589.00,284362,38.90,13.60,-1.15
17-April-2012,747.90,752.70,740.75,746.40,745.753175180711201668,412260,9629,307444204.00,137592,33.38,11.95,-1.50
16-April-2012,746.55,752.75,736.15,748.30,746.125580357385847172,367446,9954,274160860.00,81095,22.07,16.60,1.75
13-April-2012,746.00,761.35,739.00,751.25,752.895111201765824306,686365,16650,516760853.00,203379,29.63,22.35,5.25
12-April-2012,735.00,745.40,733.90,742.90,740.456443636246858867,498228,11046,368916133.00,168306,33.78,11.50,7.90
11-April-2012,738.00,739.00,728.45,732.90,733.334879254934495866,582177,11943,426930700.00,254966,43.80,10.55,-5.10
10-April-2012,744.00,746.40,738.30,743.00,742.371012297939967855,334121,7810,248041745.00,88871,26.60,8.10,-1.00
9-April-2012,740.90,747.80,734.10,742.60,741.527747427678325928,552808,12107,409922471.00,255721,46.26,13.70,1.70
4-April-2012,746.50,757.30,744.05,747.10,748.807949701516422658,412418,11611,308821877.00,43697,10.60,13.25,0.60
3-April-2012,744.70,762.40,744.70,752.45,754.449478558344662084,626724,18089,472831595.00,123663,19.73,17.70,7.75
2-April-2012,750.00,750.50,739.15,740.80,743.895994630617109094,378442,11923,281521488.00,63043,16.66,11.35,-9.20
30-March-2012,730.00,750.80,727.00,748.25,741.737925396679531948,522336,15680,387436421.00,149732,28.67,23.80,18.25
29-March-2012,721.00,729.50,719.40,724.85,725.576227348780147265,436897,11857,317002077.00,143969,32.95,10.10,3.85
28-March-2012,730.10,735.70,721.10,725.95,728.221200577958754761,487232,14608,354812672.00,147722,30.32,14.60,-4.15
27-March-2012,737.90,739.70,725.20,730.70,729.996777459134201714,1040173,20018,759322938.00,559377,53.78,14.50,-7.20
26-March-2012,744.90,744.90,728.00,729.80,733.340657466456930922,762229,20721,558973516.00,293336,38.48,16.90,-15.10
23-March-2012,743.00,749.00,735.25,744.00,744.089683110294167520,589732,16617,438813497.00,134728,22.85,13.75,1.00
22-March-2012,766.00,771.45,734.00,736.50,748.645170718029463149,927260,26896,694188721.00,320901,34.61,37.45,-29.50
21-March-2012,760.00,773.20,755.10,768.35,764.380931616927092965,513709,14986,392669364.00,104559,20.35,18.10,8.35
20-March-2012,757.75,766.40,750.50,760.40,759.698034818016527126,459245,14263,348887524.00,90409,19.69,15.90,2.65
19-March-2012,780.00,782.00,751.55,754.90,761.153354052441942108,908662,23046,691631129.00,364793,40.15,30.45,-25.10
16-March-2012,781.00,797.90,767.00,771.95,782.176623379988288759,771908,23240,603768393.00,214512,27.79,30.90,-9.05
15-March-2012,815.05,820.95,794.20,798.05,805.278934332954012986,507926,17694,409022108.00,74825,14.73,26.75,-17.00
14-March-2012,827.10,829.45,806.35,814.30,816.348545979620779877,427298,13409,348824101.00,103828,24.30,23.10,-12.80
13-March-2012,804.00,820.15,803.00,818.65,814.142061488323870823,565213,16155,460163677.00,171833,30.40,17.15,14.65
12-March-2012,789.50,802.80,781.00,796.95,792.782447158307728318,538306,17149,426759548.00,134218,24.93,21.80,7.45
9-March-2012,774.90,779.70,768.55,773.60,774.025919782661929337,432874,14235,335055696.00,182705,42.21,11.15,-1.30
7-March-2012,775.65,777.80,751.20,761.45,762.939955210423755925,859575,26313,655804112.00,278677,32.42,26.60,-14.20
6-March-2012,794.70,809.00,773.30,776.50,788.867425797461906117,667430,21404,526513786.00,175636,26.32,35.70,-18.20
5-March-2012,815.00,815.00,794.55,797.90,801.149905362437734918,373002,11531,298830517.00,99436,26.66,20.45,-17.10
3-March-2012,814.90,815.70,812.00,813.20,813.361819351725247325,24866,898,20225055.00,6789,27.30,3.70,-1.70
2-March-2012,815.00,817.95,805.60,814.35,813.148697585908349777,455078,12648,370046083.00,88251,19.39,12.35,-0.65
1-March-2012,812.70,816.95,801.20,810.35,807.585824820359207683,405949,11961,327838658.00,69326,17.08,15.75,-2.35
29-February-2012,805.90,825.90,804.70,818.65,817.192946260118069502,985860,21248,805637838.00,298943,30.32,21.20,12.75
28-February-2012,790.70,799.90,788.00,796.05,795.337154751339669807,590444,15935,469602051.00,165560,28.04,11.90,5.35
27-February-2012,821.00,825.75,765.75,781.20,793.638174961282672132,925942,24705,734862919.00,278256,30.05,60.00,-39.80
24-February-2012,834.70,841.00,815.10,820.35,825.072727653131871058,525756,14835,433786937.00,90587,17.23,25.90,-14.35
23-February-2012,834.00,847.90,829.00,838.10,840.673961556470858765,839309,17059,705585222.00,261002,31.10,18.90,4.10
22-February-2012,848.90,855.70,830.30,833.20,845.073754313135452457,824806,23128,697021903.00,197126,23.90,25.40,-15.70
21-February-2012,817.90,846.80,815.10,841.80,831.086412546789278860,1108427,26466,921198619.00,400792,36.16,31.70,23.90
17-February-2012,824.00,825.80,809.95,817.90,818.189657537113292530,1553015,29217,1270660811.00,631823,40.68,15.85,-6.10
16-February-2012,829.90,830.05,805.10,812.15,814.337261067768345721,954664,27763,777418467.00,345062,36.14,24.95,-17.75
15-February-2012,854.40,855.00,833.40,836.05,840.172965633609723302,682731,17934,573612129.00,255097,37.36,21.60,-18.35
14-February-2012,847.00,854.50,843.20,848.15,851.075779744223950355,611707,14409,520609012.00,236942,38.73,11.30,1.15
13-February-2012,842.80,857.80,841.35,848.15,850.522844231818715031,784268,13348,667037850.00,379151,48.34,16.45,5.35
10-February-2012,851.90,858.90,838.00,842.15,845.584997683432587888,442465,11428,374141766.00,86353,19.52,20.90,-9.75
9-February-2012,856.90,859.70,843.00,852.65,851.837226359901778026,689866,13393,587653540.00,300036,43.49,16.70,-4.25
8-February-2012,848.00,864.45,845.00,858.05,857.320337025410175916,945448,20363,810551798.00,362375,38.33,19.45,10.05
7-February-2012,841.00,852.40,834.95,844.75,846.617307642897941194,1011946,22870,856730998.00,371859,36.75,17.45,3.75
6-February-2012,843.00,849.00,824.00,832.75,834.675883203511015520,550496,16933,459485735.00,162179,29.46,25.00,-10.25
3-February-2012,832.00,839.40,815.55,837.75,827.906970620548969282,660802,15706,547082582.00,229118,34.67,23.85,5.75
2-February-2012,836.50,842.35,824.00,828.60,831.894309934656653284,696934,17024,579775429.00,224017,32.14,18.35,-7.90
1-February-2012,819.50,833.00,815.30,830.30,823.721463952217203103,1357476,20136,1118182118.00,799105,58.87,17.70,10.80
31-January-2012,803.20,818.40,802.00,815.45,811.680497447458839596,738088,18874,599091635.00,214175,29.02,16.40,12.25
30-January-2012,815.70,818.80,793.20,795.45,805.018057244388768429,625843,19685,503814916.00,102771,16.42,25.60,-20.25
27-January-2012,796.60,825.00,796.60,817.60,813.154089063283290014,993406,29537,807792151.00,202773,20.41,28.40,21.00
25-January-2012,789.90,794.80,783.00,790.10,789.736174808616111405,514803,14468,406558552.00,94745,18.40,11.80,0.20
24-January-2012,772.55,791.80,771.00,783.15,783.333969485265145155,875577,22484,685869207.00,224212,25.61,20.80,10.60
23-January-2012,756.65,779.80,756.00,771.00,769.802381100245124004,1094956,28911,842899736.00,190267,17.38,23.80,14.35
20-January-2012,790.60,799.00,772.60,793.35,785.374870884408563661,977806,28514,767944261.00,166723,17.05,26.40,2.75
19-January-2012,789.00,795.60,782.35,785.15,788.756217914404283235,898573,24768,708755041.00,219675,24.45,13.25,-3.85
18-January-2012,762.15,786.80,758.70,776.90,773.379953013019803619,1600869,45473,1238079992.00,287753,17.97,28.10,14.75
17-January-2012,716.90,742.40,716.50,740.35,734.140026487311205991,903829,23783,663537046.00,167531,18.54,25.90,23.45
16-January-2012,730.00,730.00,711.00,713.40,716.946059145340261193,814874,21206,584220703.00,197187,24.20,19.00,-16.60
13-January-2012,743.90,750.60,728.35,732.05,739.397856789335785308,852646,22428,630444625.00,123005,14.43,22.25,-11.85
12-January-2012,746.00,753.50,733.15,737.55,742.354618711131854183,580649,18537,431047467.00,71540,12.32,20.35,-8.45
11-January-2012,738.60,751.90,731.30,748.35,743.563348988134928181,830842,23319,617783660.00,217250,26.15,20.60,9.75
10-January-2012,712.00,738.00,712.00,735.15,727.434619737166306525,917234,24761,667227766.00,247859,27.02,26.00,23.15
9-January-2012,712.80,713.90,703.55,706.95,708.028311081363534951,596127,20099,422074793.00,65625,11.01,10.35,-5.85
7-January-2012,715.10,719.15,713.55,714.70,716.004638372937636193,96370,2946,69001367.00,15755,16.35,5.60,-0.40
6-January-2012,698.00,723.60,696.50,716.90,710.944050084519568634,1029939,30474,732229004.00,151899,14.75,27.10,18.90
5-January-2012,715.40,724.85,695.25,699.25,708.352817915681700768,1277540,33718,904949059.00,310486,24.30,29.60,-16.15
4-January-2012,727.90,730.90,713.50,716.00,721.543247768156781549,931181,25173,671887363.00,149930,16.10,17.40,-11.90
3-January-2012,712.00,725.90,710.60,723.70,719.171103097813223068,828068,24590,595522577.00,141504,17.09,15.30,11.70
2-January-2012,697.90,709.50,687.55,706.95,699.068395135246558713,1091525,32979,763050630.00,109480,10.03,21.95,9.05
30-December-2011,713.00,721.00,690.00,692.90,703.807348402083178650,1602743,46326,1128022301.00,437960,27.33,31.00,-20.10
29-December-2011,733.90,739.40,709.00,712.90,722.785511142538212835,899436,28605,650099309.00,234173,26.04,30.40,-21.00
28-December-2011,751.40,759.00,735.05,738.55,743.478938081846238124,627958,18864,466873547.00,85843,13.67,23.95,-12.85
27-December-2011,765.10,768.80,745.55,753.25,757.950657283061921075,634582,19071,480981844.00,67714,10.67,23.25,-11.85
26-December-2011,750.00,764.50,745.35,760.95,757.985766016444588676,622454,18009,471811272.00,66617,10.70,19.15,10.95
23-December-2011,759.00,769.40,742.55,746.45,757.296313540851317050,841919,26255,637582155.00,97241,11.55,26.85,-12.55
22-December-2011,742.05,759.80,733.65,754.75,743.922464226747385800,726800,22216,540682847.00,75710,10.42,26.15,12.70
21-December-2011,729.00,754.00,722.50,747.25,735.529690583677210064,824908,23702,606744326.00,191746,23.24,31.50,18.25
20-December-2011,740.00,741.25,709.15,713.55,724.660725037138336142,1322084,33849,958062350.00,330730,25.02,32.10,-26.45
19-December-2011,719.90,739.80,715.40,735.85,727.037733515154356671,1002451,27471,728819703.00,234344,23.38,24.40,15.95
16-December-2011,751.60,761.25,719.00,723.00,742.624695901883266943,1132447,34259,840983109.00,158948,14.04,42.25,-28.60
